,time_histo_el_s,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
205,411.0,177404,223763,5,0,0,0,177404,223763
206,413.0,186399,225189,4,0,0,0,186399,225189
207,415.0,168868,230461,0,0,0,0,168868,230461
208,417.0,166380,232553,6,0,0,0,166380,232553
209,419.0,168871,232382,3,0,0,0,168871,232382
210,421.0,199634,237518,4,1,0,0,199634,237518
211,423.0,175979,247475,4,0,0,0,175979,247475
212,425.0,185565,248630,6,1,0,0,185565,248630
213,427.0,179329,246195,3,1,0,0,179329,246195
214,429.0,167477,247401,5,0,0,0,167477,247401
215,431.0,164933,245598,4,0,0,0,164933,245598
216,433.0,162543,244174,2,0,0,0,162543,244174
217,435.0,161369,240447,1,0,0,0,161369,240447
218,437.0,161571,243679,3,0,0,0,161571,243679
219,439.0,161878,246502,5,0,0,0,161878,246502
220,441.0,162624,236318,4,0,0,0,162624,236318
221,443.0,164166,228874,6,1,0,0,164166,228874
222,445.0,170655,238705,2,0,0,0,170655,238705
223,447.0,172991,239182,5,0,0,0,172991,239182
224,449.0,173721,230594,6,0,0,0,173721,230594
225,451.0,178734,227301,4,2,1,1,178734,227301
226,453.0,177139,225149,4,0,1,0,177139,225149
227,455.0,175955,220662,2,0,1,0,175955,220662
228,457.0,178513,207821,1,0,0,0,178513,207821
229,459.0,181201,203137,2,0,0,0,181201,203137
230,461.0,181596,207688,4,0,0,0,181596,207688
231,463.0,175384,209907,5,0,0,0,175384,209907
232,465.0,172609,208474,5,0,0,0,172609,208474
233,467.0,171479,216892,6,0,0,0,171479,216892
234,469.0,173609,218394,3,0,0,0,173609,218394
235,471.0,171876,218059,5,0,0,0,171876,218059
236,473.0,171064,223180,4,1,0,0,171064,223180
237,475.0,187826,229606,4,0,0,0,187826,229606
238,477.0,185387,229592,7,0,0,0,185387,229592
239,479.0,185330,226493,1,0,0,0,185330,226493
240,481.0,186358,219002,5,0,1,0,186358,219002
241,483.0,184548,214270,3,0,0,0,184548,214270
242,485.0,175165,209757,7,1,0,0,175165,209757
243,487.0,164088,205654,3,0,0,0,164088,205654
244,489.0,161248,203691,3,0,0,0,161248,203691
245,491.0,160093,209194,6,0,1,0,160093,209194
246,493.0,157366,215616,7,1,0,0,157366,215616
247,495.0,152451,228647,0,0,0,0,152451,228647
248,497.0,149936,253227,5,1,0,0,149936,253227
249,499.0,150079,259256,2,0,0,0,150079,259256
250,501.0,151059,259542,4,0,0,0,151059,259542
251,503.0,152716,256340,2,0,0,0,152716,256340
252,505.0,153118,253384,2,0,0,0,153118,253384
253,507.0,154220,248254,1,0,0,0,154220,248254
254,509.0,153466,245184,3,0,0,0,153466,245184
255,511.0,154509,241581,5,0,0,0,154509,241581
256,513.0,162145,234081,3,1,0,0,162145,234081
257,515.0,169779,224353,3,1,0,0,169779,224353
258,517.0,172756,211248,4,0,1,0,172756,211248
259,519.0,173482,204000,6,0,0,0,173482,204000
260,521.0,175342,205875,6,1,0,0,175342,205875
261,523.0,174047,205031,7,1,2,0,174047,205031
262,525.0,174315,209224,3,0,0,0,174315,209224
263,527.0,173010,213594,2,0,0,0,173010,213594
264,529.0,171586,221072,6,1,0,0,171586,221072
265,531.0,168762,223777,2,0,0,0,168762,223777
266,533.0,167543,233525,5,1,0,0,167543,233525
267,535.0,171015,238735,5,0,0,0,171015,238735
268,537.0,172955,238207,3,1,0,0,172955,238207
269,539.0,173877,246230,6,0,0,0,173877,246230
270,541.0,169432,250165,5,0,0,0,169432,250165
271,543.0,167073,250850,4,0,0,0,167073,250850
272,545.0,162213,251892,1,0,0,0,162213,251892
273,547.0,153857,246873,5,1,0,0,153857,246873
274,549.0,153483,259871,6,0,1,0,153483,259871
275,551.0,151653,261068,3,0,1,0,151653,261068
276,553.0,151197,258640,5,0,0,0,151197,258640
277,555.0,148368,263931,5,0,0,0,148368,263931
278,557.0,145027,271148,4,0,0,0,145027,271148
279,559.0,142851,270698,1,0,0,0,142851,270698
280,561.0,139042,264648,3,1,0,0,139042,264648
281,563.0,139620,256624,2,0,0,0,139620,256624
282,565.0,142769,248189,1,0,0,0,142769,248189
283,567.0,140391,234744,6,0,1,0,140391,234744
284,569.0,148887,242699,6,0,0,0,148887,242699
285,571.0,148679,238826,5,1,0,0,148679,238826
286,573.0,145642,246263,2,0,0,0,145642,246263
287,575.0,141980,246401,5,0,1,0,141980,246401
288,577.0,140002,239524,2,0,1,0,140002,239524
289,579.0,142774,236915,4,0,1,0,142774,236915
290,581.0,144562,241040,4,0,0,0,144562,241040
291,583.0,144962,243998,5,0,1,0,144962,243998
292,585.0,143916,239849,1,0,0,0,143916,239849
293,587.0,145409,241403,3,0,1,0,145409,241403
294,589.0,148191,248298,3,0,0,0,148191,248298
295,591.0,151923,238417,4,0,0,0,151923,238417
296,593.0,157247,226708,1,0,0,0,157247,226708
297,595.0,158489,221264,5,0,0,0,158489,221264
298,597.0,158048,226408,4,0,0,0,158048,226408
299,599.0,158541,226599,6,0,2,0,158541,226599
300,601.0,156780,220141,4,0,0,0,156780,220141
301,603.0,155920,214993,4,0,0,0,155920,214993
302,605.0,155573,223790,2,0,0,0,155573,223790
303,607.0,154296,218977,7,0,1,0,154296,218977
304,609.0,156305,212820,5,1,0,0,156305,212820
305,611.0,161077,221157,6,0,1,0,161077,221157
306,613.0,163944,233104,5,0,1,0,163944,233104
307,615.0,162624,242063,5,0,0,0,162624,242063
308,617.0,157687,243306,3,0,0,0,157687,243306
309,619.0,154354,246276,6,0,0,0,154354,246276
310,621.0,147468,245304,4,0,0,0,147468,245304
311,623.0,146422,253699,6,0,3,0,146422,253699
312,625.0,145265,261537,2,0,0,0,145265,261537
313,627.0,142613,256743,9,0,1,0,142613,256743
314,629.0,143168,256474,1,0,0,0,143168,256474
315,631.0,142245,252574,6,0,0,0,142245,252574
316,633.0,142477,248657,6,0,0,0,142477,248657
317,635.0,145320,240926,5,0,1,0,145320,240926
318,637.0,145048,239548,6,0,0,0,145048,239548
319,639.0,144233,242501,3,1,1,0,144233,242501
320,641.0,142513,241954,4,0,0,0,142513,241954
321,643.0,138851,241083,2,0,0,0,138851,241083
322,645.0,142060,251580,1,0,0,0,142060,251580
323,647.0,141676,251564,5,0,0,0,141676,251564
324,649.0,139367,247402,4,0,0,0,139367,247402
325,651.0,138239,249344,2,0,0,0,138239,249344
326,654.0,139446,254888,4,0,0,0,139446,254888
327,656.0,141162,263290,4,0,0,0,141162,263290
328,658.0,136001,260963,3,0,0,0,136001,260963
329,660.0,133463,262565,3,0,0,0,133463,262565
330,662.0,134432,256522,3,0,0,0,134432,256522
331,664.0,139902,256158,4,0,1,0,139902,256158
332,666.0,143636,254929,4,0,0,0,143636,254929
333,668.0,146503,248605,5,0,1,0,146503,248605
334,670.0,147678,247714,4,0,0,0,147678,247714
335,672.0,142751,244844,6,1,0,0,142751,244844
336,674.0,140527,245133,5,0,0,0,140527,245133
337,676.0,141953,251363,6,0,0,0,141953,251363
338,678.0,137464,246082,2,0,0,0,137464,246082
339,680.0,135451,242447,2,0,1,0,135451,242447
340,682.0,135748,253125,5,0,0,0,135748,253125
341,684.0,134072,254418,2,1,0,0,134072,254418
342,686.0,134309,259809,4,0,0,0,134309,259809
343,688.0,133136,255016,5,0,1,0,133136,255016
344,690.0,140907,259702,4,0,2,0,140907,259702
345,692.0,142353,252471,5,0,0,0,142353,252471
346,694.0,145971,232651,1,0,0,0,145971,232651
347,696.0,151613,222736,2,0,1,0,151613,222736
348,698.0,156875,219121,2,0,0,0,156875,219121
349,700.0,162404,209160,6,0,0,0,162404,209160
350,702.0,163774,196572,5,0,0,0,163774,196572
351,704.0,164631,193555,4,0,0,0,164631,193555
352,706.0,159081,193669,0,0,0,0,159081,193669
353,708.0,153463,201703,3,0,0,0,153463,201703
354,710.0,148265,208507,3,0,1,0,148265,208507
355,712.0,144397,206864,4,0,0,0,144397,206864
356,714.0,142303,205419,1,1,0,0,142303,205419
357,716.0,144981,210254,2,0,0,0,144981,210254
358,718.0,143655,217591,2,0,0,0,143655,217591
359,720.0,142179,215018,3,0,0,0,142179,215018
360,722.0,141398,223019,3,0,0,0,141398,223019
361,724.0,141600,235076,3,0,0,0,141600,235076
362,726.0,141370,242611,6,0,0,0,141370,242611
363,728.0,139465,250087,4,0,1,0,139465,250087
364,730.0,137076,244125,3,0,0,0,137076,244125
365,732.0,130464,235151,4,0,0,0,130464,235151
366,734.0,126567,250404,1,0,0,0,126567,250404
367,736.0,124335,265428,3,0,0,0,124335,265428
368,738.0,124970,267065,2,0,0,0,124970,267065
369,740.0,124625,257338,3,0,0,0,124625,257338
370,742.0,124947,251971,1,0,1,0,124947,251971
371,744.0,125856,247092,4,0,1,0,125856,247092
372,746.0,123132,242929,5,0,0,0,123132,242929
373,748.0,126255,247167,5,1,0,0,126255,247167
374,750.0,126749,244442,4,0,0,0,126749,244442
375,752.0,125182,242211,3,0,0,0,125182,242211
376,754.0,126908,245692,3,0,1,0,126908,245692
377,756.0,128422,249771,2,0,0,0,128422,249771
378,758.0,125575,252086,2,0,0,0,125575,252086
379,760.0,124657,256776,7,0,1,0,124657,256776
380,762.0,123147,256966,4,0,1,0,123147,256966
381,764.0,124955,259334,1,0,0,0,124955,259334
382,766.0,132108,253232,2,0,1,0,132108,253232
383,768.0,136596,242366,1,0,0,0,136596,242366
384,770.0,142154,239704,6,0,1,0,142154,239704
385,772.0,142317,225320,7,0,0,0,142317,225320
386,774.0,147480,221608,6,0,0,0,147480,221608
387,776.0,149715,220299,5,0,1,0,149715,220299
388,778.0,151790,223071,6,0,1,0,151790,223071
389,780.0,146852,224580,2,0,0,0,146852,224580
390,782.0,144348,228330,6,0,1,0,144348,228330
391,784.0,142956,221785,2,0,0,0,142956,221785
392,786.0,145242,216662,6,1,0,0,145242,216662
393,788.0,149246,218657,3,0,0,0,149246,218657
394,790.0,154830,220718,5,0,1,0,154830,220718
395,792.0,152862,224240,4,0,0,0,152862,224240
396,794.0,148143,229586,2,0,0,0,148143,229586
397,796.0,143206,247147,6,0,1,0,143206,247147
398,798.0,134583,258532,5,0,0,0,134583,258532
399,800.0,129720,265026,3,0,1,0,129720,265026
400,802.0,127558,269071,4,0,0,0,127558,269071
401,804.0,123695,259268,7,0,2,0,123695,259268
402,806.0,126200,249632,5,0,0,0,126200,249632
403,808.0,136152,243210,2,0,0,0,136152,243210
404,810.0,146001,224601,3,0,0,0,146001,224601
405,812.0,153867,213189,3,0,0,0,153867,213189
406,814.0,155804,212164,4,1,1,0,155804,212164
407,816.0,150277,216058,2,1,0,0,150277,216058
408,818.0,143717,222413,1,0,0,0,143717,222413
409,820.0,139372,238998,2,0,0,0,139372,238998
410,822.0,130305,246787,3,0,1,0,130305,246787
411,824.0,127387,259738,4,0,0,0,127387,259738
412,826.0,127817,266264,4,0,0,0,127817,266264
413,828.0,128852,264092,2,0,0,0,128852,264092
414,830.0,126989,260734,5,0,1,0,126989,260734
415,832.0,130621,265174,5,0,0,0,130621,265174
416,834.0,131952,262416,5,0,0,0,131952,262416
417,836.0,131936,251040,2,0,0,0,131936,251040
418,838.0,135850,242987,3,0,0,0,135850,242987
419,840.0,135933,237418,2,0,0,0,135933,237418
420,842.0,136208,216906,3,0,0,0,136208,216906
421,844.0,138355,216671,3,0,1,0,138355,216671
422,846.0,133831,225857,0,0,0,0,133831,225857
423,848.0,133208,241703,2,0,0,0,133208,241703
424,850.0,132655,247623,1,0,0,0,132655,247623
425,852.0,129434,244270,5,0,1,0,129434,244270
426,854.0,125051,246594,3,0,0,0,125051,246594
427,856.0,129795,255571,4,1,0,0,129795,255571
428,858.0,134221,250461,5,0,0,0,134221,250461
429,860.0,137676,241197,5,0,0,0,137676,241197
430,862.0,139118,240711,5,0,0,0,139118,240711
431,864.0,139201,241538,6,0,1,0,139201,241538
432,866.0,144393,239470,4,0,1,0,144393,239470
433,868.0,147838,234470,2,0,0,0,147838,234470
434,870.0,150836,227956,2,0,0,0,150836,227956
435,872.0,153337,229511,9,1,0,0,153337,229511
436,874.0,150054,235733,1,0,0,0,150054,235733
437,876.0,147134,242394,2,0,0,0,147134,242394
438,878.0,143878,250097,4,0,0,0,143878,250097
439,880.0,138898,252865,4,0,0,0,138898,252865
440,882.0,138416,253059,1,0,0,0,138416,253059
441,884.0,139229,258683,7,0,1,0,139229,258683
442,886.0,142488,260291,4,0,1,0,142488,260291
443,888.0,139137,255293,2,0,0,0,139137,255293
444,890.0,135920,259138,5,0,1,0,135920,259138
445,892.0,136118,258353,4,0,0,0,136118,258353
446,894.0,134808,252313,2,0,0,0,134808,252313
447,896.0,133131,260083,6,0,0,0,133131,260083
448,898.0,127254,271988,4,0,1,0,127254,271988
449,900.0,120317,280637,5,0,1,0,120317,280637
450,902.0,115502,284342,3,0,0,0,115502,284342
451,904.0,114225,282307,3,0,0,0,114225,282307
452,906.0,114908,278266,6,0,1,0,114908,278266
453,908.0,115394,268459,4,0,0,0,115394,268459
454,910.0,118831,262436,4,0,0,0,118831,262436
455,912.0,119082,256096,4,0,0,0,119082,256096
456,914.0,119295,259252,2,0,0,0,119295,259252
457,916.0,117311,261087,0,0,0,0,117311,261087
458,918.0,115810,261359,10,0,2,0,115810,261359
459,920.0,114744,268474,4,0,0,0,114744,268474
460,922.0,115486,271233,2,0,0,0,115486,271233
461,924.0,118107,269432,3,0,0,0,118107,269432
462,926.0,118519,259468,2,0,0,0,118519,259468
463,928.0,118449,235210,4,0,0,0,118449,235210
464,930.0,128217,231135,1,0,0,0,128217,231135
465,932.0,136406,225870,3,0,0,0,136406,225870
466,934.0,135776,225817,5,0,0,0,135776,225817
467,936.0,132073,238048,3,0,0,0,132073,238048
468,938.0,128510,248407,3,0,0,0,128510,248407
469,940.0,126282,252987,2,0,0,0,126282,252987
470,942.0,125424,248847,3,0,0,0,125424,248847
471,944.0,126251,246180,9,0,1,0,126251,246180
472,946.0,125045,246533,3,1,0,0,125045,246533
473,948.0,120795,260288,5,0,1,0,120795,260288
474,950.0,116694,274839,5,0,0,0,116694,274839
475,952.0,111890,279580,2,0,0,0,111890,279580
476,954.0,107551,274184,3,0,0,0,107551,274184
477,956.0,105942,272914,2,0,0,0,105942,272914
478,958.0,105459,286973,3,0,0,0,105459,286973
479,960.0,105965,294978,6,0,0,0,105965,294978
480,962.0,103747,294942,6,0,0,0,103747,294942
481,964.0,101661,283606,5,0,0,0,101661,283606
482,966.0,102192,270038,5,0,0,0,102192,270038
483,968.0,102186,265614,7,0,1,0,102186,265614
484,970.0,102570,266369,4,1,0,0,102570,266369
485,972.0,102558,272845,5,0,0,0,102558,272845
486,974.0,101147,276326,4,0,0,0,101147,276326
487,976.0,104895,285999,2,0,0,0,104895,285999
488,978.0,106543,286272,2,0,0,0,106543,286272
489,980.0,106363,284903,3,0,0,0,106363,284903
490,982.0,105326,294556,8,0,2,0,105326,294556
491,984.0,101884,292223,6,0,1,0,101884,292223
492,986.0,101686,295990,2,0,0,0,101686,295990
493,988.0,100736,293751,4,0,2,0,100736,293751
494,990.0,102437,290396,6,0,0,0,102437,290396
495,992.0,104821,281808,7,0,0,0,104821,281808
496,994.0,107248,273696,5,0,1,0,107248,273696
497,996.0,108850,270148,5,0,1,0,108850,270148
498,998.0,110654,275175,4,0,0,0,110654,275175
499,1000.0,111897,276181,4,0,0,0,111897,276181
500,1002.0,113010,272349,5,1,1,0,113010,272349
501,1004.0,113715,263276,4,0,0,0,113715,263276
502,1006.0,113193,256864,6,0,1,0,113193,256864
503,1008.0,112259,253805,2,0,0,0,112259,253805
504,1010.0,112863,254566,2,0,0,0,112863,254566
505,1012.0,112311,263727,3,1,0,0,112311,263727
506,1014.0,110614,268585,5,2,0,0,110614,268585
507,1017.0,110225,272791,4,0,1,0,110225,272791
508,1019.0,111954,279322,5,0,0,0,111954,279322
509,1021.0,111020,273090,3,0,0,0,111020,273090
510,1023.0,111054,262493,3,0,1,0,111054,262493
511,1025.0,115141,268530,3,0,0,0,115141,268530
512,1027.0,111675,268166,3,0,0,0,111675,268166
513,1029.0,110195,271083,4,0,0,0,110195,271083
514,1031.0,109567,275530,6,0,0,0,109567,275530
515,1033.0,108385,277020,4,0,1,0,108385,277020
516,1035.0,105349,281677,1,0,0,0,105349,281677
517,1037.0,105013,287217,5,0,1,0,105013,287217
518,1039.0,105561,290478,4,0,0,0,105561,290478
519,1041.0,108206,290341,5,0,1,0,108206,290341
520,1043.0,111658,292420,5,0,0,0,111658,292420
521,1045.0,115730,287908,9,0,1,0,115730,287908
522,1047.0,117025,276266,3,0,0,0,117025,276266
523,1049.0,121443,264347,5,0,1,0,121443,264347
524,1051.0,122910,259203,3,0,0,0,122910,259203
525,1053.0,118747,258685,4,0,0,0,118747,258685
526,1055.0,114295,265550,5,0,0,0,114295,265550
527,1057.0,112196,263970,3,0,0,0,112196,263970
528,1059.0,110731,262106,4,0,0,0,110731,262106
529,1061.0,111503,272844,7,1,0,0,111503,272844
530,1063.0,110268,277962,1,0,0,0,110268,277962
531,1065.0,109322,289720,4,0,1,0,109322,289720
532,1067.0,105999,301500,6,0,2,0,105999,301500
