,time_histo_el_s,ch0,ch1,ch2,ch3
283,566.0,1123,51,20,26
284,568.0,1069,60,20,32
285,570.0,1142,60,19,33
286,572.0,1137,65,30,29
287,574.0,1036,55,26,29
288,576.0,1132,60,26,27
289,578.0,1189,46,27,26
290,580.0,1255,64,28,32
291,582.0,1299,58,28,29
292,584.0,1257,61,24,27
293,586.0,1253,52,28,19
294,588.0,1184,61,22,34
295,590.0,1204,57,25,19
296,592.0,1275,52,25,21
297,594.0,1147,42,26,25
298,596.0,1206,52,24,39
299,598.0,1207,47,25,30
300,600.0,1218,44,19,25
301,602.0,1119,41,23,20
302,604.0,1174,44,25,31
303,606.0,1186,46,24,20
304,608.0,1254,46,30,19
305,610.0,1229,58,35,29
306,612.0,1243,36,35,25
307,614.0,1199,55,28,19
308,616.0,1184,52,22,29
309,618.0,1242,59,24,24
310,621.0,1170,57,35,23
311,623.0,1241,66,29,28
312,625.0,1183,61,30,27
313,627.0,1148,50,27,30
314,629.0,1196,31,17,19
315,631.0,1132,37,21,31
316,633.0,1179,54,20,26
317,635.0,1128,59,24,21
318,637.0,1198,37,26,25
319,639.0,1203,63,31,20
320,641.0,1163,40,28,32
321,643.0,1129,47,29,29
322,645.0,1223,43,23,38
323,647.0,1191,59,20,32
324,649.0,1177,57,23,36
325,651.0,1286,55,29,24
326,653.0,1268,57,35,24
327,655.0,1284,60,26,25
328,657.0,1205,50,25,21
329,659.0,1226,57,36,33
330,661.0,1186,65,33,29
331,663.0,1300,54,33,25
332,665.0,1247,44,25,45
333,667.0,1215,63,30,38
334,669.0,1130,56,25,38
335,671.0,1245,65,23,32
336,673.0,1194,51,27,30
337,675.0,1196,54,32,22
338,677.0,1243,52,30,21
339,679.0,1184,54,26,28
340,681.0,1183,52,25,22
341,683.0,1147,51,30,30
342,685.0,1190,70,19,31
343,687.0,1241,52,27,27
344,689.0,1175,57,25,27
345,691.0,1185,44,19,30
346,693.0,1259,65,24,31
347,695.0,1227,56,22,26
348,697.0,1204,57,20,26
349,699.0,1215,45,20,26
350,701.0,1204,57,36,34
351,703.0,1231,46,33,27
352,705.0,1226,61,32,25
353,707.0,1250,61,33,27
354,709.0,1257,62,33,34
355,711.0,1260,56,31,20
356,713.0,1165,39,31,28
357,715.0,1190,55,33,29
358,717.0,1295,41,37,30
359,719.0,1180,48,36,25
360,721.0,1197,47,22,39
361,723.0,1185,58,19,36
362,725.0,1182,54,25,29
363,727.0,1248,69,17,30
364,729.0,1237,42,38,29
365,731.0,1190,38,17,34
366,733.0,1235,57,30,24
367,735.0,1244,52,23,26
368,737.0,1263,48,29,28
369,739.0,1213,50,30,22
370,741.0,1235,57,18,31
371,743.0,1233,46,26,28
372,745.0,1241,54,31,24
373,747.0,1243,61,26,38
374,749.0,1272,61,40,33
375,751.0,1178,63,34,23
376,753.0,1231,44,24,22
